Area - [mm4]
3019.0705400997913
4300.840342764427
3631.681107549801
1256.6370614359173
2123.7166338267
2123.7166338267
907.9202768874502
5026.548245743669
1661.9025137490005
1017.8760197630929
1385.4423602330987
28.274333882308138
2827.4333882308138
706.8583470577034
3631.681107549801
2642.079421669016
706.8583470577034
1385.4423602330987
804.247719318987
1963.4954084936207
706.8583470577034
2463.0086404143976
2642.079421669016
3848.4510006474966
380.132711084365
12.566370614359172
8494.8665353068
2123.7166338267
3019.0705400997913
1963.4954084936207
2642.079421669016
6647.610054996002
3421.194399759285
3631.681107549801
5808.804816487527
7542.9639612690935
1520.53084433746
1017.8760197630929
314.1592653589793
314.1592653589793
1385.4423602330987
1963.4954084936207
380.132711084365
1520.53084433746
4536.459791783661
706.8583470577034
615.7521601035994
530.929158456675
3421.194399759285
1134.1149479459152
